item_id,name,level,ilvl,slot,jobs,score_class,score,retail_source,relaunch_source,invasion_pool,obtainable
10296,Charivari Earring,99,0,Ear,PUP,DPS,27,,,yes,yes
10297,Sortiarius Earring,99,0,Ear,All Jobs,CASTER,18,,,yes,yes
10298,Beatific Earring,99,0,Ear,All Jobs,HEAL,2,,,yes,yes
10299,Sabong Earring,99,0,Ear,BST,DPS,45,,,yes,yes
10300,Myrmex Mittens,99,0,Hands,MNK/THF/BST/RNG/NIN/BLU/COR/PUP/DNC/RUN,DPS,83,,,yes,yes
10301,Arciten Gauntlets,99,0,Hands,RNG/COR,,,,,yes,yes
10302,Punishing Gloves,99,0,Hands,WAR/RDM/THF/PLD/DRK/BST/BRD/RNG/SAM/NIN/DRG/BLU/COR/DNC/RUN,TANK,38,,,yes,yes
10303,Hexed Gauntlets,99,0,Hands,WAR/PLD/DRK/BST/DRG,,,Craft,,yes,yes
10304,Hexed Tekko,99,0,Hands,MNK/SAM/NIN/PUP,,,Craft,,yes,yes
10305,Hexed Wristbands,99,0,Hands,MNK/THF/RNG/NIN/BLU/COR/DNC/RUN,,,Craft,,yes,yes
10306,Hexed Gages,99,0,Hands,BLM/RDM/SMN/BLU/SCH/GEO,,,Craft,,yes,yes
10307,Hexed Cuffs,99,0,Hands,WHM/RDM/BRD/SCH,,,Craft,,yes,yes
10308,Hexed Gauntlets -1,99,0,Hands,WAR/PLD/DRK/BST/DRG,,,Craft,,yes,yes
10309,Hexed Tekko -1,99,0,Hands,MNK/SAM/NIN/PUP,,,Craft,,yes,yes
10310,Hexed Wristbands -1,99,0,Hands,MNK/THF/RNG/NIN/BLU/COR/DNC/RUN,,,Craft,,yes,yes
10311,Hexed Gages -1,99,0,Hands,BLM/RDM/SMN/BLU/SCH/GEO,,,Craft,,yes,yes
10312,Hexed Cuffs -1,99,0,Hands,WHM/RDM/BRD/SCH,,,Craft,,yes,yes
10313,Paalaka Gloves,99,0,Hands,WAR/PLD/DRK,TANK,141,,,yes,yes
10314,Aneirins Gloves,99,0,Hands,WHM/BLM/RDM/BRD/SMN/BLU/PUP/SCH/GEO/RUN,TANK,10,,,yes,yes
10315,Alcedo Gauntlets,99,0,Hands,WAR/PLD/DRK,TANK,66,,,yes,yes
10316,Dux Finger Gauntlets,99,0,Hands,WAR/RDM/PLD/DRK/BST/RNG/SAM/DRG/BLU/RUN,TANK,72,Craft,,yes,yes
10317,Dux Finger Gauntlets +1,99,0,Hands,WAR/RDM/PLD/DRK/BST/RNG/SAM/DRG/BLU/RUN,TANK,88,Craft,,yes,yes
10318,Chelona Gloves,99,0,Hands,WHM/BLM/RDM/BRD/SMN/BLU/PUP/SCH/GEO/RUN,CASTER,30,Craft,,yes,yes
10319,Chelona Gloves +1,99,0,Hands,WHM/BLM/RDM/BRD/SMN/BLU/PUP/SCH/GEO/RUN,CASTER,36,Craft,,yes,yes
10320,Enif Manopolas,99,0,Hands,THF/PLD/DRK/DRG/BLU,TANK,68,,,yes,yes
10321,Adhara Gages,99,0,Hands,WHM/BLM/RDM/SMN/BLU,CASTER,30,,,yes,yes
10322,Murzim Manopolas,99,0,Hands,THF/PLD/DRK/RNG/DRG/COR/PUP/DNC,TANK,48,,,yes,yes
10323,Shedir Gages,99,0,Hands,WHM/BLM/RDM/BRD/SMN/BLU/SCH/GEO,CASTER,5,,,yes,yes
10324,Leoht Gloves,99,0,Hands,MNK/THF/RNG/NIN/BLU/COR/DNC/RUN,TANK,42,,,yes,yes
10325,Hieros Mittens,99,0,Hands,WHM/BLM/RDM/BRD/SMN/BLU/SCH/GEO,HEAL,12,,,yes,yes
10326,Enif Cosciales,99,0,Legs,THF/PLD/DRK/DRG/BLU,TANK,69,,,yes,yes
10327,Adhara Seraweels,99,0,Legs,WHM/BLM/RDM/SMN/BLU,DPS,15,,,yes,yes
10328,Murzim Cosciales,99,0,Legs,THF/PLD/DRK/RNG/DRG/COR/PUP/DNC,TANK,67,,,yes,yes
10329,Shedir Seraweels,99,0,Legs,WHM/BLM/RDM/BRD/SMN/BLU/SCH/GEO,DPS,75,,,yes,yes
10330,Marine Boxers,1,0,Legs,All Jobs,TANK,1,,,yes,yes
10331,Marine Shorts,1,0,Legs,All Jobs,TANK,1,,,yes,yes
10332,Woodsy Boxers,1,0,Legs,All Jobs,TANK,1,,,yes,yes
10333,Woodsy Shorts,1,0,Legs,All Jobs,TANK,1,,,yes,yes
10334,Creek Boxers,1,0,Legs,All Jobs,TANK,1,,,yes,yes
10335,Creek Shorts,1,0,Legs,All Jobs,TANK,1,,,yes,yes
10336,River Shorts,1,0,Legs,All Jobs,TANK,1,,,yes,yes
10337,Dune Boxers,1,0,Legs,All Jobs,TANK,1,,,yes,yes
10338,Marine Boxers +1,1,0,Legs,All Jobs,TANK,2,,,yes,yes
10339,Marine Shorts +1,1,0,Legs,All Jobs,TANK,2,,,yes,yes
10340,Woodsy Boxers +1,1,0,Legs,All Jobs,TANK,2,,,yes,yes
10341,Woodsy Shorts +1,1,0,Legs,All Jobs,TANK,2,,,yes,yes
10342,Creek Boxers +1,1,0,Legs,All Jobs,TANK,2,,,yes,yes
10343,Creek Shorts +1,1,0,Legs,All Jobs,TANK,2,,,yes,yes
10344,River Shorts +1,1,0,Legs,All Jobs,TANK,2,,,yes,yes
10345,Dune Boxers +1,1,0,Legs,All Jobs,TANK,2,,,yes,yes
10346,Dux Cuisses,99,0,Legs,WAR/RDM/PLD/DRK/BST/RNG/SAM/DRG/BLU/RUN,TANK,110,Craft,,yes,yes
10347,Dux Cuisses +1,99,0,Legs,WAR/RDM/PLD/DRK/BST/RNG/SAM/DRG/BLU/RUN,TANK,124,Craft,,yes,yes
10348,Chelona Trousers,99,0,Legs,WHM/BLM/RDM/BRD/SMN/BLU/PUP/SCH/GEO/RUN,CASTER,26,Craft,,yes,yes
10349,Chelona Trousers +1,99,0,Legs,WHM/BLM/RDM/BRD/SMN/BLU/PUP/SCH/GEO/RUN,CASTER,29,Craft,,yes,yes
10350,Wohpes Sabots,99,0,Feet,WHM/BLM/RDM/BRD/SMN/BLU/PUP/SCH/GEO/RUN,CASTER,39,,,yes,yes
10351,Ihwa Huaraches,99,0,Feet,BLM/SCH/GEO,CASTER,15,,,yes,yes
10352,Ghadhab Nails,99,0,Feet,WAR/RDM/THF/PLD/DRK/BST/BRD/RNG/SAM/NIN/DRG/BLU/COR/DNC/RUN,DPS,39,,,yes,yes
10353,Hexed Gambieras,99,0,Feet,WAR/PLD/DRK/BST/DRG,,,Craft,,yes,yes
10354,Hexed Sune-Ate,99,0,Feet,MNK/SAM/NIN/PUP,,,Craft,,yes,yes
10355,Hexed Gamashes,99,0,Feet,MNK/THF/RNG/NIN/BLU/COR/DNC/RUN,,,Craft,,yes,yes
10356,Hexed Nails,99,0,Feet,BLM/RDM/SMN/BLU/SCH/GEO,,,Craft,,yes,yes
10357,Hexed Boots,99,0,Feet,WHM/RDM/BRD/SCH,,,Craft,,yes,yes
10358,Hexed Gambieras -1,99,0,Feet,WAR/PLD/DRK/BST/DRG,,,Craft,,yes,yes
10359,Hexed Sune-Ate -1,99,0,Feet,MNK/SAM/NIN/PUP,,,Craft,,yes,yes
10360,Hexed Gamashes -1,99,0,Feet,MNK/THF/RNG/NIN/BLU/COR/DNC/RUN,,,Craft,,yes,yes
10361,Hexed Nails -1,99,0,Feet,BLM/RDM/SMN/BLU/SCH/GEO,,,Craft,,yes,yes
10362,Hexed Boots -1,99,0,Feet,WHM/RDM/BRD/SCH,,,Craft,,yes,yes
10363,Dux Greaves,99,0,Feet,WAR/RDM/PLD/DRK/BST/RNG/SAM/DRG/BLU/RUN,TANK,82,Craft,,yes,yes
10364,Dux Greaves +1,99,0,Feet,WAR/RDM/PLD/DRK/BST/RNG/SAM/DRG/BLU/RUN,TANK,98,Craft,,yes,yes
10365,Chelona Boots,99,0,Feet,WHM/BLM/RDM/BRD/SMN/BLU/PUP/SCH/GEO/RUN,CASTER,28,Craft,,yes,yes
10366,Chelona Boots +1,99,0,Feet,WHM/BLM/RDM/BRD/SMN/BLU/PUP/SCH/GEO/RUN,CASTER,33,Craft,,yes,yes
10367,Enif Gambieras,99,0,Feet,THF/PLD/DRK/DRG/BLU,TANK,53,,,yes,yes
10368,Adhara Crackows,99,0,Feet,WHM/BLM/RDM/SMN/BLU,DPS,55,,,yes,yes
10369,Murzim Gambieras,99,0,Feet,THF/PLD/DRK/RNG/DRG/COR/PUP/DNC,TANK,70,,,yes,yes
10370,Shedir Crackows,99,0,Feet,WHM/BLM/RDM/BRD/SMN/BLU/SCH/GEO,,,,,yes,yes
10371,Veikr Pumps,99,0,Feet,WHM/BLM/RDM/PLD/DRK/SMN/BLU/SCH/GEO/RUN,TANK,26,,,yes,yes
10372,Plumb Boots,99,0,Feet,All Jobs,TANK,99,,,yes,yes
10373,Ocular Boots,99,0,Feet,WHM/BLM/RDM/SMN/SCH/GEO,CASTER,23,,,yes,yes
10382,Dream Mittens,1,0,Hands,All Jobs,TANK,1,,,yes,yes
10383,Dream Mittens +1,1,0,Hands,All Jobs,TANK,2,,,yes,yes
10384,Cumulus Masque,1,0,Head,All Jobs,TANK,1,,Cosmetic Boutique,yes,yes
10385,Cumulus Masque +1,1,0,Head,All Jobs,TANK,2,,,yes,yes
10392,Malison Medallion,96,0,Neck,All Jobs,,,Craft,,yes,yes
10393,Debilis Medallion,96,0,Neck,All Jobs,,,Craft,,yes,yes
10394,Orunmilas Torque,99,0,Neck,All Jobs,CASTER,14,,Medal Vendor (Accessory),yes,yes
10395,Lasaia Pendant,99,0,Neck,WHM/BLM/RDM/BRD/SMN/BLU/SCH/GEO,CASTER,2,,Medal Vendor (Accessory),yes,yes
10396,Rioters Collar,99,0,Neck,WAR/PLD/DRK/BST/SAM/NIN,DPS,24,,Medal Vendor (Accessory),yes,yes
10397,Ishtars Collar,99,0,Neck,WAR/MNK/THF/BST/BRD/RNG/SAM/NIN/DRG/COR/PUP/DNC,DPS,28,,Medal Vendor (Accessory),yes,yes
10398,Weike Torque,99,0,Neck,All Jobs,CASTER,11,,Medal Vendor (Accessory),yes,yes
10400,Hrafn Coronet,99,0,Head,WAR/PLD/DRK/BST/DRG,DPS,66,,,yes,yes
10401,Tenryu Somen,99,0,Head,MNK/SAM/NIN/PUP,DPS,59,,,yes,yes
10402,Kheper Bonnet,99,0,Head,MNK/THF/RNG/NIN/BLU/COR/DNC/RUN,DPS,51,,,yes,yes
10403,Auspex Coif,99,0,Head,BLM/RDM/SMN/BLU/SCH/GEO,CASTER,31,,,yes,yes
10404,Paean Mitra,99,0,Head,WHM/RDM/BRD/SCH,HEAL,34,,,yes,yes
10405,Huginn Coronet,99,0,Head,WAR/PLD/DRK/BST/DRG,DPS,88,,,yes,yes
10406,Tenryu Somen +1,99,0,Head,MNK/SAM/NIN/PUP,DPS,83,,,yes,yes
10407,Khepri Bonnet,99,0,Head,MNK/THF/RNG/NIN/BLU/COR/DNC/RUN,DPS,68,,,yes,yes
10408,Spurrina Coif,99,0,Head,BLM/RDM/SMN/BLU/SCH/GEO,CASTER,49,,,yes,yes
10409,Iaso Mitra,99,0,Head,WHM/RDM/BRD/SCH,HEAL,47,,,yes,yes
10410,Ugol Salade,97,0,Head,WAR/PLD/DRK/BST/SAM/NIN,TANK,56,Craft,,yes,yes
10411,Mavros Salade,97,0,Head,WAR/PLD/DRK/BST/SAM/NIN,TANK,59,Craft,,yes,yes
10412,Urja Helm,97,0,Head,WAR/RDM/THF/PLD/DRK/BST/BRD/RNG/SAM/NIN/DRG/BLU/COR/DNC/RUN,TANK,30,Craft,,yes,yes
10413,Sthira Helm,97,0,Head,WAR/RDM/THF/PLD/DRK/BST/BRD/RNG/SAM/NIN/DRG/BLU/COR/DNC/RUN,TANK,31,Craft,,yes,yes
10414,Spolia Chapeau,97,0,Head,WHM/BLM/RDM/BRD/SMN/BLU/PUP/SCH/GEO/RUN,TANK,27,Craft,,yes,yes
10415,Opima Chapeau,97,0,Head,WHM/BLM/RDM/BRD/SMN/BLU/PUP/SCH/GEO/RUN,CASTER,31,Craft,,yes,yes
10416,Canutes Helm,99,0,Head,WAR/PLD/DRK/BST/SAM/NIN/DRG,DPS,90,,,yes,yes
10417,Maneas Armet,99,0,Head,WAR/PLD/DRK/BST/DRG,TANK,76,,,yes,yes
10418,Seiokona Beret,99,0,Head,MNK/WHM/RDM/THF/BST/BRD/RNG/SAM/NIN/BLU/COR/DNC/RUN,CASTER,44,,,yes,yes
10419,Hexed Coronet,99,0,Head,WAR/PLD/DRK/BST/DRG,,,Craft,,yes,yes
10420,Hexed Somen,99,0,Head,MNK/SAM/NIN/PUP,,,Craft,,yes,yes
10421,Hexed Bonnet,99,0,Head,MNK/THF/RNG/NIN/BLU/COR/DNC/RUN,,,Craft,,yes,yes
10422,Hexed Coif,99,0,Head,BLM/RDM/SMN/BLU/SCH/GEO,,,Craft,,yes,yes
10423,Hexed Mitra,99,0,Head,WHM/RDM/BRD/SCH,,,Craft,,yes,yes
10424,Hexed Coronet -1,99,0,Head,WAR/PLD/DRK/BST/DRG,,,Craft,,yes,yes
10425,Hexed Somen -1,99,0,Head,MNK/SAM/NIN/PUP,,,Craft,,yes,yes
10426,Hexed Bonnet -1,99,0,Head,MNK/THF/RNG/NIN/BLU/COR/DNC/RUN,,,Craft,,yes,yes
10427,Hexed Coif -1,99,0,Head,BLM/RDM/SMN/BLU/SCH/GEO,,,Craft,,yes,yes
10428,Hexed Mitra -1,99,0,Head,WHM/RDM/BRD/SCH,,,Craft,,yes,yes
10429,Moogle Masque,1,0,Head,All Jobs,TANK,1,,Cosmetic Boutique,yes,yes
10430,Decennial Crown,1,0,Head,All Jobs,TANK,1,,Cosmetic Boutique,yes,yes
10431,Decennial Tiara,1,0,Head,All Jobs,TANK,1,,Cosmetic Boutique,yes,yes
10432,Decennial Crown +1,1,0,Head,All Jobs,TANK,2,,,yes,yes
10433,Decennial Tiara +1,1,0,Head,All Jobs,TANK,2,,,yes,yes
10434,Dux Visor,99,0,Head,WAR/RDM/PLD/DRK/BST/RNG/SAM/DRG/BLU/RUN,TANK,79,Craft,,yes,yes
10435,Dux Visor +1,99,0,Head,WAR/RDM/PLD/DRK/BST/RNG/SAM/DRG/BLU/RUN,TANK,93,Craft,,yes,yes
10436,Chelona Hat,99,0,Head,WHM/BLM/RDM/BRD/SMN/BLU/PUP/SCH/GEO/RUN,CASTER,38,Craft,,yes,yes
10437,Chelona Hat +1,99,0,Head,WHM/BLM/RDM/BRD/SMN/BLU/PUP/SCH/GEO/RUN,CASTER,44,Craft,,yes,yes
10438,Enif Zucchetto,99,0,Head,THF/PLD/DRK/DRG/BLU,TANK,66,,,yes,yes
10439,Adhara Turban,99,0,Head,WHM/BLM/RDM/SMN/BLU,CASTER,45,,,yes,yes
10440,Murzim Zucchetto,99,0,Head,THF/PLD/DRK/RNG/DRG/COR/PUP/DNC,TANK,49,,,yes,yes
10441,Shedir Turban,99,0,Head,WHM/BLM/RDM/BRD/SMN/BLU/SCH/GEO,DPS,15,,,yes,yes
10442,Laeradr Helm,99,0,Head,WAR/PLD/DRK,TANK,162,,,yes,yes
10443,Bendiss Hairpin,99,0,Head,All Jobs,DPS,55,,,yes,yes
10444,Zouaves Beret,99,0,Head,RNG/COR,DPS,12,,,yes,yes
10445,Nemetona Cap,99,0,Head,MNK/THF/RNG/SAM/NIN/BLU/COR/PUP/DNC/RUN,DPS,66,,,yes,yes
10446,Ahriman Cap,1,0,Head,All Jobs,,,,,yes,yes
10447,Pyracmon Cap,1,0,Head,All Jobs,,,,,yes,yes
10448,Kahin Turban,99,0,Head,WHM/PLD,TANK,28,,,yes,yes
10450,Ogiers Surcoat,99,0,Body,WAR/PLD/DRK/BST/SAM/DRG,TANK,132,,,yes,yes
10451,Athoss Tabard,99,0,Body,MNK/THF/RNG/NIN/BLU/COR/PUP/DNC/RUN,DPS,78,,,yes,yes
10452,Rubeus Jacket,99,0,Body,WHM/BLM/RDM/BRD/SMN/SCH/GEO,HEAL,78,,,yes,yes
10453,Praeco Doublet,97,0,Body,WHM/BLM/RDM/BRD/SMN/BLU/PUP/SCH/GEO,CASTER,55,,,yes,yes
10454,Asura Samue,99,0,Body,MNK/SAM/NIN,TANK,87,,,yes,yes
10455,Asura Samue +1,99,0,Body,MNK/SAM/NIN,TANK,86,,,yes,yes
10456,Avant Mail,96,0,Body,WAR/PLD/DRK/BST/SAM/DRG,TANK,76,,,yes,yes
10457,Avant Mail +1,96,0,Body,WAR/PLD/DRK/BST/SAM/DRG,TANK,80,,,yes,yes
10458,Kacura Harness,96,0,Body,MNK/THF/RNG/NIN/BLU/COR/DNC/RUN,TANK,70,,,yes,yes
10459,Kacura Harness +1,96,0,Body,MNK/THF/RNG/NIN/BLU/COR/DNC/RUN,TANK,73,,,yes,yes
10460,Sweven Coat,96,0,Body,WHM/BLM/RDM/BRD/SMN/PUP/SCH/GEO,CASTER,35,,,yes,yes
10461,Sweven Coat +1,96,0,Body,WHM/BLM/RDM/BRD/SMN/PUP/SCH/GEO,CASTER,42,,,yes,yes
10462,Calma Breastplate,96,0,Body,WAR/PLD/DRK/BST/DRG,DPS,90,,,yes,yes
10463,Mustela Harness,96,0,Body,MNK/THF/RNG/SAM/NIN/COR/PUP/DNC/RUN,DPS,84,,,yes,yes
10464,Magavan Frock,96,0,Body,WHM/BLM/RDM/BRD/SMN/BLU/SCH/GEO,CASTER,53,,,yes,yes
10465,Fulad-Zereh,97,0,Body,WAR/PLD/DRK/BST/SAM/NIN,DPS,122,,,yes,yes
10466,Gunman Gambison,97,0,Body,RNG/COR,DPS,30,,,yes,yes
10467,Pharmakeia Robe,99,0,Body,WHM/BLM/RDM/BRD/SMN/SCH/GEO,CASTER,64,,,yes,yes
10468,Kumarbis Akar,99,0,Body,WAR/PLD/DRK/BST/SAM/DRG,TANK,144,,,yes,yes
10469,Eirenes Manteel,99,0,Body,WHM/BLM/RDM/SMN/SCH/GEO,CASTER,73,,,yes,yes
10470,Rheic Korazin,99,0,Body,WAR/PLD/DRK/BST/SAM/DRG,TANK,68,,,yes,yes
10471,Rheic Korazin +1,99,0,Body,WAR/PLD/DRK/BST/SAM/DRG,TANK,68,,,yes,yes
10472,Rheic Korazin +2,99,0,Body,WAR/PLD/DRK/BST/SAM/DRG,TANK,69,,,yes,yes
10473,Rheic Korazin +3,99,0,Body,WAR/PLD/DRK/BST/SAM/DRG,TANK,69,,,yes,yes
10474,Phorcys Korazin,99,0,Body,WAR/PLD/DRK/BST/SAM/DRG,TANK,70,,,yes,yes
10475,Euxine Coat,99,0,Body,MNK/THF/RNG/NIN/BLU/COR/PUP/DNC/RUN,TANK,61,,,yes,yes
10476,Euxine Coat +1,99,0,Body,MNK/THF/RNG/NIN/BLU/COR/PUP/DNC/RUN,TANK,61,,,yes,yes
10477,Euxine Coat +2,99,0,Body,MNK/THF/RNG/NIN/BLU/COR/PUP/DNC/RUN,TANK,62,,,yes,yes
10478,Euxine Coat +3,99,0,Body,MNK/THF/RNG/NIN/BLU/COR/PUP/DNC/RUN,DPS,72,,,yes,yes
10479,Thaumas Coat,99,0,Body,MNK/THF/RNG/NIN/BLU/COR/PUP/DNC/RUN,DPS,96,,,yes,yes
10480,Tethyan Saio,99,0,Body,WHM/BLM/RDM/BRD/SMN/SCH/GEO,CASTER,21,,,yes,yes
10481,Tethyan Saio +1,99,0,Body,WHM/BLM/RDM/BRD/SMN/SCH/GEO,CASTER,21,,,yes,yes
10482,Tethyan Saio +2,99,0,Body,WHM/BLM/RDM/BRD/SMN/SCH/GEO,CASTER,53,,,yes,yes
10483,Tethyan Saio +3,99,0,Body,WHM/BLM/RDM/BRD/SMN/SCH/GEO,CASTER,66,,,yes,yes
10484,Nares Saio,99,0,Body,WHM/BLM/RDM/BRD/SMN/SCH/GEO,CASTER,79,,,yes,yes
10485,Tessera Saio,99,0,Body,MNK/THF/RNG/NIN/BLU/COR/PUP/DNC/RUN,DPS,127,,,yes,yes
10486,Porthos Byrnie,99,0,Body,WAR/PLD/DRK/BST/SAM/NIN/DRG,TANK,90,,,yes,yes
10487,Hedera Cotehardie,99,0,Body,WHM/BLM/RDM/BRD/SMN/BLU/PUP/SCH/GEO/RUN,TANK,82,,,yes,yes
10488,Kudzu Aketon,99,0,Body,MNK/RDM/THF/BST/RNG/NIN/DRG/COR/PUP/DNC/RUN,DPS,105,,,yes,yes
10489,Huginn Haubert,99,0,Body,WAR/PLD/DRK/BST/DRG,TANK,172,,,yes,yes
10490,Tenryu Domaru +1,99,0,Body,MNK/SAM/NIN/PUP,DPS,114,,,yes,yes
10491,Khepri Jacket,99,0,Body,MNK/THF/RNG/NIN/BLU/COR/DNC/RUN,DPS,117,,,yes,yes
10492,Spurrina Doublet,99,0,Body,BLM/RDM/SMN/BLU/SCH/GEO,CASTER,50,,,yes,yes
10493,Iaso Bliaut,99,0,Body,WHM/RDM/BRD/SCH,DPS,15,,,yes,yes
10494,Ugol Haubert,97,0,Body,WAR/PLD/DRK/BST/SAM/NIN,TANK,96,Craft,,yes,yes
10495,Mavros Haubert,97,0,Body,WAR/PLD/DRK/BST/SAM/NIN,TANK,99,Craft,,yes,yes
10496,Urja Jerkin,97,0,Body,WAR/RDM/THF/PLD/DRK/BST/BRD/RNG/SAM/NIN/DRG/BLU/COR/DNC/RUN,TANK,60,Craft,,yes,yes
10497,Sthira Jerkin,97,0,Body,WAR/RDM/THF/PLD/DRK/BST/BRD/RNG/SAM/NIN/DRG/BLU/COR/DNC/RUN,TANK,61,Craft,,yes,yes
10498,Spolia Saio,97,0,Body,WHM/BLM/RDM/BRD/SMN/BLU/PUP/SCH/GEO/RUN,TANK,51,Craft,,yes,yes
10499,Opima Saio,97,0,Body,WHM/BLM/RDM/BRD/SMN/BLU/PUP/SCH/GEO/RUN,CASTER,54,Craft,,yes,yes
10500,Ogiers Gauntlets,97,0,Hands,WAR/PLD/DRK/BST/SAM/DRG,DPS,82,,,yes,yes
